DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2010-0093-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h8x1,,TUR,Türkiye,Western Asia,Asia,"Basyurt village (Karakocan district, Elazig province), Demirci, Kovancilar, Okcular villages (Kovancilar district, Elazig province)",,,No,No,No,,6.1,Richter,38.864,39.986,,2010,3,8,2010,3,8,51,100,3500,,3600,,,,,,,74.50944408,"[{""adm2_code"":27764,""adm2_name"":""Karakocan""},{""adm2_code"":27766,""adm2_name"":""Kovancilar""}]",2014-02-25,2023-09-25
2010-0094-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mandera district (North Eastern province), Turkana, Marakwet, Samburu, Nandi North, Nandi South, Nakuru, Baringo, Narok districts (Rift Valley province), Isiolo, Makueni, Marsabit, Moyale districts (Eastern province), Malindi, Tana River districts (Coast province), Maragua district (Central province), Nairobi district (Nairobi province)","Heavy rains, Long Rains Season (March-June)","Lightening|Slide (land, mud, snow, rock)",No,No,No,,40320,Km2,0.01,34.5,,2010,3,1,2010,5,14,94,,141164,,141164,,,,,,,74.50944408,"[{""adm2_code"":51335,""adm2_name"":""Maragua""},{""adm2_code"":51343,""adm2_name"":""Malindi""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51351,""adm2_name"":""Makueni""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51360,""adm2_name"":""Nairobi""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51385,""adm2_name"":""Marakwet""},{""adm2_code"":51386,""adm2_name"":""Nakuru""},{""adm2_code"":51388,""adm2_name"":""Narok""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""},{""adm2_code"":68769,""adm2_name"":""Nandi North""},{""adm2_code"":68770,""adm2_name"":""Nandi South""}]",2011-03-15,2023-09-25
2010-0097-MOZ,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000055,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Buzi, Chemba, Nhamatanda, Caia, Dondo, Marromeu districts (Sofala province), Mopeia, Chinde, Morrumbala districts (Zambezia province), Mutarara, Cahora Bassa, Cidade de Tete districts (Tete province), Tambara, Sussundenga districts (Manica province), Nampula, Inhambane provinces",Heavy rains,,No,No,No,,26370,Km2,-19.96,34.25,Zambezia,2010,2,22,2010,3,11,5,,17000,,17000,,,,,,,74.50944408,"[{""adm1_code"":2114,""adm1_name"":""Inhambane""},{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm2_code"":21879,""adm2_name"":""Sussundenga""},{""adm2_code"":21880,""adm2_name"":""Tambara""},{""adm2_code"":21922,""adm2_name"":""Buzi""},{""adm2_code"":21923,""adm2_name"":""Caia""},{""adm2_code"":21924,""adm2_name"":""Chemba""},{""adm2_code"":21927,""adm2_name"":""Dondo""},{""adm2_code"":21931,""adm2_name"":""Marromeu""},{""adm2_code"":21933,""adm2_name"":""Nhamatanda""},{""adm2_code"":21935,""adm2_name"":""Cahora Bassa""},{""adm2_code"":21943,""adm2_name"":""Mutarara""},{""adm2_code"":65264,""adm2_name"":""Cidade de Tete""},{""adm2_code"":21946,""adm2_name"":""Chinde""},{""adm2_code"":21956,""adm2_name"":""Mopeia""},{""adm2_code"":21957,""adm2_name"":""Morrumbala""}]",2010-11-24,2023-09-25
2010-0101-SRB,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2010-000042,,SRB,Serbia,Southern Europe,Europe,"Boljevac, Zajecar municipalities (Zajecarski province), Aleksinac, Doljevac municipalities (Nisavski province), Krusevac municipality (Rasinski province), Ub municipality (Kolubarski province), Leskovac municipality (Jablanicki province), Rekovac municipality (Pomoravski province), Priboj, Pozega municipalities (Zlatiborski province), Zitorada municipality (Toplicki province), Novi Pazar municipality (Raski province)","Heavy rains, Rapid snow melting",,No,No,No,,46900,Km2,44.47,21.14,"Saca, Drina, Mlava, Morava rivers",2010,3,1,2010,3,2,,,3150,,3150,,,,,,,74.50944408,"[{""adm1_code"":25374,""adm1_name"":""Jablanicki""},{""adm1_code"":25377,""adm1_name"":""Kolubarski""},{""adm1_code"":25383,""adm1_name"":""Nisavski""},{""adm1_code"":25388,""adm1_name"":""Pomoravski""},{""adm1_code"":25390,""adm1_name"":""Rasinski""},{""adm1_code"":25391,""adm1_name"":""Raski""},{""adm1_code"":25397,""adm1_name"":""Toplicki""},{""adm1_code"":25398,""adm1_name"":""Zajecarski""},{""adm1_code"":25400,""adm1_name"":""Zlatiborski""}]",2012-11-13,2023-09-25
2010-0103-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Charleville town (Murweh district, Queensland province), Roma town (Maranoa district, Queensland province), Thallon, Bollon, Dirranbandi towns (Balonne district, Queensland province), Brisbane district (Queensland province),",Heavy rains,,No,No,Yes,,431681,Km2,-26.21,147.95,,2010,2,28,2010,3,17,,,,,,,,48000,64421,109000,146290,74.50944408,"[{""adm2_code"":5133,""adm2_name"":""Balonne (S)""},{""adm2_code"":5221,""adm2_name"":""Murweh (S)""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154681,""adm2_name"":""Maranoa (R)""}]",2011-03-17,2023-09-25
2010-0105-AGO,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000049,,AGO,Angola,Sub-Saharan Africa,Africa,"Mupa area (Cuvelai district, Cunene province), Evale, Ondjiva area (Cuanhama district, Cunene province), Luanda, Cacuaco districts (Luanda province), Caimbambo district (Benguela province), Moxico province",Heavy rain,,No,No,No,,274100,Km2,-16.11,17.25,,2010,3,1,2010,3,17,7,11,110875,,110886,,,,,,,74.50944408,"[{""adm1_code"":412,""adm1_name"":""Moxico""},{""adm2_code"":4218,""adm2_name"":""Caimbambo""},{""adm2_code"":4258,""adm2_name"":""Cuanhama""},{""adm2_code"":4260,""adm2_name"":""Cuvelai""},{""adm2_code"":4298,""adm2_name"":""Cacuaco""},{""adm2_code"":4299,""adm2_name"":""Luanda""}]",2010-03-22,2023-09-25
2010-0109-KAZ,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2010-000051,,KAZ,Kazakhstan,Central Asia,Asia,"Karasay, Karatal, Zhambyl, Ili, Panfilov, Koksu, Uigur, Aqsu, Kerbulak, Taldyqorghan City area districts (Almatinskaya province)","Heavy rain, Snowmelt and rise of temperature",Broken Dam/Burst bank,No,No,No,,323800,Km2,45.08,79.21,,2010,2,,2010,3,,44,700,15500,,16200,,,,,34576,46405,74.50944408,"[{""adm2_code"":37191,""adm2_name"":""Aqsu""},{""adm2_code"":37194,""adm2_name"":""Ili""},{""adm2_code"":37195,""adm2_name"":""Karasay""},{""adm2_code"":37196,""adm2_name"":""Karatal""},{""adm2_code"":37197,""adm2_name"":""Kerbulak""},{""adm2_code"":37198,""adm2_name"":""Koksu""},{""adm2_code"":37199,""adm2_name"":""Panfilov""},{""adm2_code"":37202,""adm2_name"":""Taldyqorghan City area""},{""adm2_code"":37204,""adm2_name"":""Uigur""},{""adm2_code"":37205,""adm2_name"":""Zhambyl""}]",2011-03-15,2023-09-25
2010-0115-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000041,,SOM,Somalia,Sub-Saharan Africa,Africa,"Sool, Togdheer, Woqooyi Galbeed provinces",Heavy rains,,No,No,No,,,Km2,9.2,45.49,,2010,3,1,2010,3,11,,,16000,,16000,,,,,,,74.50944408,"[{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]",2010-03-19,2023-09-25
2010-0128-NAM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NAM,Namibia,Sub-Saharan Africa,Africa,"Kavango, Oshana, Caprivi provinces",Heavy rains,,No,No,No,,64630,Km2,-18.69,23.23,,2010,3,24,2010,3,24,8,,110000,,110000,,,,,,,74.50944408,"[{""adm1_code"":2137,""adm1_name"":""Caprivi""},{""adm1_code"":2141,""adm1_name"":""Kavango""},{""adm1_code"":2147,""adm1_name"":""Oshana""}]",2011-03-20,2023-09-25
2010-0147-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000067,,BRA,Brazil,Latin America and the Caribbean,Americas,"Niteroi, Sao Goncalo, Rio de Janeiro districts (Rio de Janeiro province)",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,151,,Km2,-22.44,-43.33,,2010,4,4,2010,4,12,256,403,74535,,74938,,,,,200000,268422,74.50944408,"[{""adm2_code"":9941,""adm2_name"":""Niteroi""},{""adm2_code"":9961,""adm2_name"":""Rio De Janeiro""},{""adm2_code"":9966,""adm2_name"":""Sao Goncalo""}]",2014-07-28,2023-09-25
2010-0158-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:ci14607652,,MEX,Mexico,Latin America and the Caribbean,Americas,Mexicali district (Baja California province),,,No,No,Yes,,7.2,Richter,32.2861667,-115.2953333,,2010,4,4,2010,4,4,2,232,25000,,25232,,,400000,536845,1150000,1543429,74.50944408,"[{""adm2_code"":19586,""adm2_name"":""Mexicali""}]",2010-07-12,2023-09-25
2010-0162-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Rhode Island province,Hevay rains,,No,No,Yes,,240301,Km2,39.48,-74.87,,2010,3,27,2010,3,31,,,,,,,,,,,,74.50944408,"[{""adm1_code"":3253,""adm1_name"":""Rhode Island""}]",2011-01-10,2023-09-25
2010-0168-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000076,,COL,Colombia,Latin America and the Caribbean,Americas,"Sucre, Bolivar, Cordoba, Antioquia, Atlantico, Narino, Valle del Cauca, Magdalena, Caqueta, Cesar, Cauca, Boyaca, Cundinamarca, Santander, Choco, Caldas, Guajira, Tolima, Huila, Risaralda, Meta, Putumayo, Quindio, Arauca, Casanare, Amazonas, Guaviare provinces","Heavy rains, La Nina",,No,Yes,Yes,,1140146,Km2,4.113,-72.96,"Cauca, San Jorge",2010,4,6,2011,3,7,418,463,2791536,,2791999,,,14000,18790,1000000,1342112,74.50944408,"[{""adm1_code"":934,""adm1_name"":""Amazonas""},{""adm1_code"":935,""adm1_name"":""Antioquia""},{""adm1_code"":936,""adm1_name"":""Arauca""},{""adm1_code"":937,""adm1_name"":""Atlantico""},{""adm1_code"":938,""adm1_name"":""Bolivar""},{""adm1_code"":939,""adm1_name"":""Boyaca""},{""adm1_code"":940,""adm1_name"":""Buenaventura""},{""adm1_code"":941,""adm1_name"":""Caldas""},{""adm1_code"":942,""adm1_name"":""Caqueta""},{""adm1_code"":943,""adm1_name"":""Casanare""},{""adm1_code"":944,""adm1_name"":""Cauca""},{""adm1_code"":945,""adm1_name"":""Cesar""},{""adm1_code"":946,""adm1_name"":""Choco""},{""adm1_code"":947,""adm1_name"":""Cordoba""},{""adm1_code"":948,""adm1_name"":""Cundinamarca""},{""adm1_code"":950,""adm1_name"":""Guajira""},{""adm1_code"":951,""adm1_name"":""Guaviare""},{""adm1_code"":952,""adm1_name"":""Huila""},{""adm1_code"":953,""adm1_name"":""Magdalena""},{""adm1_code"":954,""adm1_name"":""Meta""},{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":956,""adm1_name"":""Norte De Santander""},{""adm1_code"":957,""adm1_name"":""Putumayo""},{""adm1_code"":958,""adm1_name"":""Quindio""},{""adm1_code"":959,""adm1_name"":""Risaralda""},{""adm1_code"":960,""adm1_name"":""San Andres Y Providencia""},{""adm1_code"":961,""adm1_name"":""Santander""},{""adm1_code"":962,""adm1_name"":""Sucre""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm1_code"":964,""adm1_name"":""Valle Del Cauca""}]",2011-04-01,2023-09-25
2010-0169-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2010-000073|USGS:usp000hbbt,,CHN,China,Eastern Asia,Asia,"Yushu Xian area (Name Unknown district, Qinghai Sheng province)",,,Yes,No,No,8380,6.9,Richter,33.165,96.548,,2010,4,14,2010,4,14,2968,12000,,100000,112000,,,,,500000,671056,74.50944408,"[{""adm2_code"":13213,""adm2_name"":""Name Unknown""}]",2014-05-12,2023-09-25
2010-0170-ISL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Eyjafjallajokull,ISL,Iceland,Northern Europe,Europe," Fljotshlid, Eyjafjöll, and Landeyjar villages (Rangarvalla province)",,Flood,No,No,No,,,,63.62959,-19.64,,2010,3,,2010,4,,,,,,,,,,,,,74.50944408,"[{""adm1_code"":1474,""adm1_name"":""Rangárvalla""}]",2014-07-25,2023-09-25
2010-0176-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000086,,AFG,Afghanistan,Southern Asia,Asia,"Hirat, Ghor, Badghis provinces",Heavy rains,,No,No,No,3494,65810,Km2,34.38,62.25,,2010,5,5,2010,5,8,70,,40000,,40000,,,,,,,74.50944408,"[{""adm1_code"":273,""adm1_name"":""Badghis""},{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":282,""adm1_name"":""Hirat""}]",2011-03-15,2023-09-25
2010-0183-YEM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,YEM,Yemen,Western Asia,Asia,Sana'a province,Heavy rains,,No,No,No,,38890,Km2,14.03,44.31,,2010,5,5,2010,5,5,7,2,,1000,1002,,,,,,,74.50944408,"[{""adm1_code"":144972,""adm1_name"":""Sana'a""}]",2010-07-15,2023-09-25
2010-0187-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Alabama, Arkansas, Mississippi, Kentucky, Tennessee provinces",Heavy rains,Flood,No,No,No,,320,Kph,36.07,-87.28,,2010,4,30,2010,5,3,30,,8000,,8000,,,800000,1073689,2350000,3153963,74.50944408,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2011-03-16,2023-09-25
2010-0191-LKA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000092,,LKA,Sri Lanka,Southern Asia,Asia,"Galle, Matara districts (Southern province), Ratnapura district (Sabaragamuwa province), Anuradhapura district (North Central province), Nuwara Eliya district (Central province), Mannar, Jaffna districts (Northern province), Trincomalee district (Eastern province), Western, North Western provinces",Monsoonal rain,,Yes,No,No,457,19210,Km2,6.83,80.59,,2010,5,14,2010,5,20,28,,606072,,606072,,,,,105000,140922,74.50944408,"[{""adm1_code"":2739,""adm1_name"":""North Western""},{""adm1_code"":2744,""adm1_name"":""Western""},{""adm2_code"":41749,""adm2_name"":""Nuwara Eliya""},{""adm2_code"":25834,""adm2_name"":""Trincomalee""},{""adm2_code"":25835,""adm2_name"":""Anuradhapura""},{""adm2_code"":25839,""adm2_name"":""Jaffna""},{""adm2_code"":25841,""adm2_name"":""Mannar""},{""adm2_code"":25845,""adm2_name"":""Ratnapura""},{""adm2_code"":25846,""adm2_name"":""Galle""},{""adm2_code"":25848,""adm2_name"":""Matara""}]",2014-05-12,2023-09-25
2010-0220-GTM,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2010-000103,Pacaya volcano,GTM,Guatemala,Latin America and the Caribbean,Americas,"Escuintla, Guatemala, Sacatepéquez provinces",,,Yes,No,Yes,,,,14.381,-90.601,,2010,5,27,2010,5,27,,,1800,,1800,,,,,,,74.50944408,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64823,""adm1_name"":""Sacatepéquez""},{""adm1_code"":64825,""adm1_name"":""Escuintla""}]",2014-07-28,2023-09-25
2010-0225-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Arkansas, Oklahoma provinces",Heavy rains,,No,No,No,,,Km2,34.58,-95.1,,2010,6,10,2010,6,11,20,,,,,,,,,,,74.50944408,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""}]",2010-07-02,2023-09-25
2010-0232-PHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000107,,PHL,Philippines,South-eastern Asia,Asia,Sultan Kudarat district (Region XII province),Torrential rain,,No,No,No,,22340,Km2,6.78,125.3,,2010,5,28,2010,6,1,27,,40000,,40000,,,,,,,74.50944408,"[{""adm2_code"":24274,""adm2_name"":""Sultan Kudarat""}]",2010-07-02,2023-09-25
2010-0233-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Draguignan, Les Arcs, Figanières, Roquebrune sur Argens, Luo, Muy, Trans cities (Var distric, Provence-Alpes-Cote-d'Azur province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,7700,Km2,43.5,6.6,,2010,6,15,2010,6,16,25,,,,,,,1070000,1436060,1500000,2013168,74.50944408,"[{""adm2_code"":16324,""adm2_name"":""Var""}]",2011-03-15,2023-09-25
2010-0238-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000he3f,,IDN,Indonesia,South-eastern Asia,Asia,Yapen district (Papua province),,"Slide (land, mud, snow, rock)",No,No,No,,7,Richter,-2.174,136.543,,2010,6,16,2010,6,16,17,,,4600,4600,,,,,,,74.50944408,"[{""adm2_code"":73880,""adm2_name"":""Yapen""}]",2010-07-05,2023-09-25
2010-0274-ECU,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2010-000104,Tungurahua,ECU,Ecuador,Latin America and the Caribbean,Americas,"Tungurahua, Chimborazo, Bolivar, Pastaza, Los Rios, Guayas provinces",,,No,No,No,,,,-1.467,-78.442,,2010,5,28,2010,5,28,,,2500,,2500,,,,,,,74.50944408,"[{""adm1_code"":1136,""adm1_name"":""Bolivar""},{""adm1_code"":1139,""adm1_name"":""Chimborazo""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1152,""adm1_name"":""Pastaza""},{""adm1_code"":1155,""adm1_name"":""Tungurahua""},{""adm1_code"":22005,""adm1_name"":""Guayas""}]",2010-07-14,2023-09-25
2010-0275-UKR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000129,,UKR,Ukraine,Eastern Europe,Europe,"Zastavnytskyi, Kitsmanivsky, Glybotskyi, Putivoskyi, Gerysaivskyi, Khotynskyi Vyzhntskyi, Novoselytskyi, Storozhynetskyi districts, city of Chernivtsy (Chemivtsy province); Bogordchanskiy, Verhovinkiy, Galytskyi, Dolinskiy, Kaluzkyi, Kosivsiy, Kolomyyskiy, Naddvimyanskiy, Rozhnyativskyi, Snyaltynskiy, Rozhnyativskiy, Tusmenytskyi, Tlumatskiy, Ivano-Frankivsk, Kalush, Yaremcha districts (Ivano-Frankivsk province)",Heavy rains,,No,No,No,,34500,Km2,48.59,24.79,,2010,6,27,2010,7,2,6,59,40000,,40059,,,,,1900,2550,74.50944408,"[{""adm1_code"":3150,""adm1_name"":""Chernivets'ka""},{""adm1_code"":3153,""adm1_name"":""Ivano-frankivs'ka""}]",2010-08-13,2023-09-25
2010-0276-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",Monsoonal rains,,No,No,No,,147437,Km2,30.18,74.77,,2010,7,5,2010,7,15,53,,,400000,400000,,,,,447000,599924,74.50944408,"[{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm2_code"":17654,""adm2_name"":""Ambala""},{""adm2_code"":17661,""adm2_name"":""Kurukshetra""}]",2011-03-15,2023-09-25
2010-0278-MDA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000130,,MDA,Republic of Moldova,Eastern Europe,Europe,"Nemteni, Cotul Marii, Obileni, Saretani municipalities (Hincesti district, Lapusna province), Sirauti, Drepcauti, Criva municipalities (Briceni district, Edinet province), Grozesti municipality (Nisporeni district), Macaresti municipality (Ungheni district) (Ungheni province), Brinza municipality (Vulcanesti district, Cahul province), Criuleni municipality (Dubasari district, Dubasari province)",Heavy rains,,Yes,No,Yes,,12210,Km2,46.82,27.97,"Prut, Nistru rivers",2010,7,5,2010,7,7,1,,12000,,12000,,,,,,,74.50944408,"[{""adm2_code"":41174,""adm2_name"":""Vulcanesti""},{""adm2_code"":41181,""adm2_name"":""Dubasari""},{""adm2_code"":41187,""adm2_name"":""Briceni""},{""adm2_code"":41195,""adm2_name"":""Hincesti""},{""adm2_code"":41208,""adm2_name"":""Nisporeni""},{""adm2_code"":41209,""adm2_name"":""Ungheni""}]",2014-07-28,2023-09-25
2010-0279-DOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,No,No,No,,15730,Km2,19.25,-70.39,,2010,7,15,2010,7,15,6,,9500,,9500,,,,,,,74.50944408,"[{""adm1_code"":1108,""adm1_name"":""Azua""},{""adm1_code"":1109,""adm1_name"":""Baoruco""},{""adm1_code"":1110,""adm1_name"":""Barahona""},{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1112,""adm1_name"":""Santo Domingo""},{""adm1_code"":1113,""adm1_name"":""Duarte""},{""adm1_code"":1114,""adm1_name"":""El Seibo""},{""adm1_code"":1115,""adm1_name"":""Espaillat""},{""adm1_code"":1116,""adm1_name"":""Independencia""},{""adm1_code"":1117,""adm1_name"":""La Altagracia""},{""adm1_code"":1118,""adm1_name"":""Elias Pina""},{""adm1_code"":1119,""adm1_name"":""La Romana""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1121,""adm1_name"":""Maria Trinidad Sanches""},{""adm1_code"":1122,""adm1_name"":""Monte Cristi""},{""adm1_code"":1123,""adm1_name"":""Pedernales""},{""adm1_code"":1124,""adm1_name"":""Peravia""},{""adm1_code"":1125,""adm1_name"":""Puerto Plata""},{""adm1_code"":1126,""adm1_name"":""Salcedo""},{""adm1_code"":1127,""adm1_name"":""Samana""},{""adm1_code"":1128,""adm1_name"":""San Cristobal""},{""adm1_code"":1129,""adm1_name"":""San Juan""},{""adm1_code"":1130,""adm1_name"":""San Pedro de Macoris""},{""adm1_code"":1131,""adm1_name"":""Sanchez Ramirez""},{""adm1_code"":1132,""adm1_name"":""Santiago""},{""adm1_code"":1133,""adm1_name"":""Santiago Rodriguez""},{""adm1_code"":1134,""adm1_name"":""Valverde""},{""adm1_code"":36854,""adm1_name"":""Hato Mayor""},{""adm1_code"":36855,""adm1_name"":""Monsenor Nouel""},{""adm1_code"":36856,""adm1_name"":""Monte Plata""},{""adm1_code"":36857,""adm1_name"":""San José de Ocoa""},{""adm1_code"":36858,""adm1_name"":""Distrito Nacional""}]",2010-07-15,2023-09-25
